size_of_array, thread_per_block, number_of_all_blocks, Mflops/s, elapsed_from_GPU, elapsed_from_CPU
5120, 256, 20, 1171267.875000, 0.001025, 0.004000
5120, 256, 20, 1223011.000000, 0.000982, 0.003000
5120, 256, 20, 1279275.375000, 0.000938, 0.003000
5120, 256, 20, 1157855.125000, 0.001037, 0.004000
5120, 256, 20, 1236231.000000, 0.000971, 0.003000
5120, 256, 20, 1256269.000000, 0.000956, 0.003000
5120, 256, 20, 1149059.375000, 0.001045, 0.004000
5120, 256, 20, 1185818.875000, 0.001012, 0.004000
5120, 256, 20, 1249490.000000, 0.000961, 0.004000
5120, 256, 20, 1151528.625000, 0.001042, 0.004000
5120, 256, 20, 1236557.000000, 0.000971, 0.004000
