size_of_array, thread_per_block, number_of_all_blocks, Mflops/s, elapsed_from_GPU, elapsed_from_CPU
5120, 64, 80, 415476.031250, 0.001065, 0.003000
5120, 64, 80, 380474.843750, 0.001163, 0.004000
5120, 64, 80, 397114.625000, 0.001114, 0.004000
5120, 64, 80, 379920.875000, 0.001165, 0.004000
5120, 64, 80, 398476.281250, 0.001111, 0.004000
5120, 64, 80, 394306.562500, 0.001122, 0.004000
5120, 64, 80, 401344.218750, 0.001103, 0.003000
5120, 64, 80, 376866.593750, 0.001174, 0.004000
5120, 64, 80, 398671.562500, 0.001110, 0.004000
5120, 64, 80, 431297.406250, 0.001026, 0.004000
5120, 64, 80, 401041.656250, 0.001103, 0.004000
5120, 64, 80, 402442.125000, 0.001100, 0.003000
5120, 64, 80, 380988.500000, 0.001162, 0.003000
5120, 64, 80, 326404.843750, 0.001356, 0.003000
5120, 64, 80, 418759.718750, 0.001057, 0.003000
5120, 64, 80, 404644.187500, 0.001094, 0.005000
5120, 64, 80, 383726.531250, 0.001153, 0.004000
5120, 64, 80, 391095.000000, 0.001132, 0.004000
5120, 64, 80, 386547.406250, 0.001145, 0.004000
